,,etCO2,FiO2,etN2O,xMAC,Pmean,PIP,Pplat,PEEP,MV,MVmand,MVspon,VT,RR,RRmand,RRspon,R,Cdyn mean,etDes,etSev,etIso,etEnf,etHal,inDes,inSev,inIso,inEnf,inHal
,,mmHg,%,%,,mbar,mbar,mbar,mbar,L/min,L/min,L/min,mL,/min,/min,/min,mbar/L/s,mL/mbar,%,%,%,%,%,%,%,%,%,%
30-May-2024,7:46:47,,,,,0,0,,0,0.00,0.00,0.00,0,0,0,0,,,,,,,,,,,,
30-May-2024,7:47:02,0,92,0,0.0,0,14,,2,0.03,0.03,0.00,0,0,0,0,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:47:17,0,92,0,0.0,0,14,,2,0.03,0.03,0.00,0,0,0,0,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:47:32,0,92,0,0.0,0,14,,2,,,,,0,0,1,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:47:47,0,92,0,0.0,1,,,,,,,,1,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:48:02,0,92,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:48:17,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:48:32,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:48:47,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:49:02,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:49:17,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:49:32,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:49:47,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:50:02,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:50:17,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:50:32,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:50:47,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:51:02,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:51:17,0,93,0,0.0,1,,,,,,,,0,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:51:32,0,93,0,0.0,1,2,,3,,,,,0,0,0,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:51:47,0,93,0,0.0,1,25,,5,0.03,0.03,0.00,131,0,0,0,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:52:02,8,93,0,0.0,5,23,,1,1.4,0.19,1.2,70,7,0,10,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:52:17,18,93,0,0.0,6,24,,6,1.4,0.27,1.1,364,11,0,12,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:52:32,7,93,0,0.0,7,21,,8,3.8,0.28,3.5,50,13,0,13,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:52:47,19,93,0,0.0,8,19,,4,5.5,0.25,5.3,330,14,0,14,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:53:02,17,93,0,0.0,7,19,,3,4.9,0.08,4.8,219,14,0,13,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:53:17,18,93,0,0.0,6,21,,1,3.3,0.00,3.3,143,11,0,11,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:53:32,9,93,0,0.0,6,22,,1,2.7,0.00,2.7,176,11,0,10,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:53:47,13,93,0,0.0,6,23,,0,2.7,0.00,2.7,174,11,0,12,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:54:02,13,93,0,0.0,5,22,,0,1.9,0.00,1.9,5,15,0,16,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:54:17,13,93,0,0.0,4,24,,0,0.74,0.00,0.74,179,14,0,13,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:54:32,5,93,0,0.0,4,8,,2,0.82,0.00,0.82,0,12,0,12,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:54:47,5,93,0,0.0,5,4,,2,1.1,0.00,1.1,0,12,0,12,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:55:02,5,93,0,0.0,4,23,,0,0.43,0.00,0.43,0,15,0,18,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:55:17,5,93,0,0.0,3,23,,0,,,,,19,0,15,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:55:32,0,93,0,0.0,3,,,,,,,,,,,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:55:47,1,93,0,0.0,3,23,,7,0.00,0.00,0.00,416,0,0,0,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:56:02,32,93,0,0.0,6,24,,4,3.1,0.00,3.1,653,19,0,12,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:56:17,36,93,0,0.0,8,15,15,3,11.2,0.01,11.2,677,18,0,19,,,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
30-May-2024,7:56:32,32,93,0,0.4,7,18,18,6,10.6,6.1,4.5,850,18,8,8,,,0.0,0.74,0.00,0.00,0.00,0.0,0.34,0.00,0.00,0.00
30-May-2024,7:56:47,35,92,0,0.3,9,18,17,6,9.4,9.4,0.06,753,13,12,0,11,113.1,0.0,0.47,0.00,0.00,0.00,0.0,0.28,0.00,0.00,0.00
30-May-2024,7:57:02,35,92,0,0.2,10,18,17,6,9.1,9.2,0.00,745,12,12,0,11,113.6,0.0,0.45,0.00,0.00,0.00,0.0,0.56,0.00,0.00,0.00
30-May-2024,7:57:17,34,91,0,0.3,10,18,17,6,8.9,8.9,0.02,739,12,12,0,11,112.0,0.0,0.55,0.00,0.00,0.00,0.0,0.93,0.00,0.00,0.00
30-May-2024,7:57:32,35,90,0,0.3,10,16,15,6,8.9,8.9,0.00,683,12,12,0,11,111.1,0.0,0.58,0.00,0.00,0.00,0.0,1.53,0.00,0.00,0.00
30-May-2024,7:57:47,35,89,0,0.3,10,15,15,6,8.2,8.2,0.00,637,12,12,0,11,109.2,0.0,0.62,0.00,0.00,0.00,0.0,1.76,0.00,0.00,0.00
30-May-2024,7:58:02,34,88,0,0.4,9,16,15,6,7.7,7.7,0.00,630,12,12,0,11,111.0,0.0,0.67,0.00,0.00,0.00,0.0,1.66,0.00,0.00,0.00
30-May-2024,7:58:17,33,88,0,0.3,9,16,15,6,7.6,7.6,0.00,626,12,12,0,11,113.1,0.0,0.61,0.00,0.00,0.00,0.0,1.21,0.00,0.00,0.00
30-May-2024,7:58:32,33,88,0,0.3,9,16,15,6,7.6,7.6,0.00,640,12,12,0,11,106.5,0.0,0.63,0.00,0.00,0.00,0.0,1.21,0.00,0.00,0.00
30-May-2024,7:58:47,32,87,0,0.4,9,16,15,6,7.7,7.7,0.00,634,12,12,0,11,104.5,0.0,0.71,0.00,0.00,0.00,0.0,1.36,0.00,0.00,0.00
30-May-2024,7:59:02,32,87,0,0.4,9,16,15,6,7.7,7.7,0.00,649,12,12,0,11,106.1,0.0,0.76,0.00,0.00,0.00,0.0,1.48,0.00,0.00,0.00
30-May-2024,7:59:17,31,87,0,0.4,9,16,15,6,7.8,7.8,0.00,653,12,12,0,10,109.7,0.0,0.82,0.00,0.00,0.00,0.0,1.50,0.00,0.00,0.00
30-May-2024,7:59:32,31,86,0,0.5,9,15,13,6,7.9,7.9,0.00,655,12,12,0,10,109.9,0.0,0.89,0.00,0.00,0.00,0.0,1.59,0.00,0.00,0.00
30-May-2024,7:59:47,32,86,0,0.5,9,14,13,6,7.5,7.5,0.00,558,12,12,0,10,109.9,0.0,0.93,0.00,0.00,0.00,0.0,2.21,0.00,0.00,0.00
30-May-2024,8:00:02,33,85,0,0.5,9,14,13,6,6.4,6.4,0.00,533,12,11,0,10,104.6,0.0,0.94,0.00,0.00,0.00,0.0,2.36,0.00,0.00,0.00
30-May-2024,8:00:17,33,84,0,0.6,9,14,13,6,6.0,6.0,0.00,551,11,11,0,10,107.0,0.0,1.02,0.00,0.00,0.00,0.0,2.35,0.00,0.00,0.00
30-May-2024,8:00:32,33,84,0,0.6,9,14,13,6,6.0,6.0,0.00,542,11,11,0,10,108.8,0.0,1.06,0.00,0.00,0.00,0.0,2.37,0.00,0.00,0.00
30-May-2024,8:00:47,33,84,0,0.6,9,14,13,6,6.0,6.0,0.00,547,11,11,0,10,108.4,0.0,1.12,0.00,0.00,0.00,0.0,2.45,0.00,0.00,0.00
30-May-2024,8:01:02,34,83,0,0.6,9,14,13,6,6.0,6.0,0.00,543,11,11,0,10,107.1,0.0,1.12,0.00,0.00,0.00,0.0,2.63,0.00,0.00,0.00
30-May-2024,8:01:17,35,83,0,0.6,9,14,13,6,6.0,6.0,0.00,541,11,11,0,10,109.6,0.0,1.18,0.00,0.00,0.00,0.0,2.58,0.00,0.00,0.00
30-May-2024,8:01:32,34,82,0,0.7,9,14,13,6,6.0,6.0,0.00,540,11,11,0,10,106.2,0.0,1.23,0.00,0.00,0.00,0.0,2.67,0.00,0.00,0.00
30-May-2024,8:01:47,34,82,0,0.7,9,14,13,6,6.0,6.0,0.00,550,11,11,0,10,105.7,0.0,1.28,0.00,0.00,0.00,0.0,2.61,0.00,0.00,0.00
30-May-2024,8:02:02,33,82,0,0.7,9,14,13,6,6.1,6.1,0.00,549,11,11,0,10,106.0,0.0,1.32,0.00,0.00,0.00,0.0,2.49,0.00,0.00,0.00
30-May-2024,8:02:17,33,81,0,0.7,9,14,13,6,6.1,6.1,0.00,549,11,11,0,10,103.1,0.0,1.33,0.00,0.00,0.00,0.0,2.29,0.00,0.00,0.00
30-May-2024,8:02:32,34,81,0,0.7,9,14,13,6,6.1,6.1,0.00,547,11,11,0,10,102.8,0.0,1.31,0.00,0.00,0.00,0.0,2.23,0.00,0.00,0.00
30-May-2024,8:02:47,34,81,0,0.7,9,14,13,6,6.1,6.1,0.00,549,11,11,0,10,102.8,0.0,1.36,0.00,0.00,0.00,0.0,2.19,0.00,0.00,0.00
30-May-2024,8:03:02,34,81,0,0.7,9,14,13,6,6.0,6.0,0.00,540,11,11,0,10,104.6,0.0,1.36,0.00,0.00,0.00,0.0,2.12,0.00,0.00,0.00
30-May-2024,8:03:17,38,80,0,0.7,9,14,13,6,6.1,6.1,0.00,562,11,11,0,10,105.2,0.0,1.29,0.00,0.00,0.00,0.0,1.91,0.00,0.00,0.00
30-May-2024,8:03:32,37,80,0,0.7,9,14,13,6,6.2,6.2,0.00,543,11,11,0,10,93.7,0.0,1.29,0.00,0.00,0.00,0.0,2.02,0.00,0.00,0.00
30-May-2024,8:03:47,36,80,0,0.7,9,14,13,6,6.0,6.0,0.00,527,11,11,0,10,94.5,0.0,1.31,0.00,0.00,0.00,0.0,2.08,0.00,0.00,0.00
30-May-2024,8:04:02,36,79,0,0.7,9,14,13,6,5.8,5.8,0.00,514,11,11,0,10,103.2,0.0,1.36,0.00,0.00,0.00,0.0,2.19,0.00,0.00,0.00
30-May-2024,8:04:17,36,79,0,0.8,9,14,13,6,5.6,5.6,0.00,493,11,11,0,11,103.9,0.0,1.38,0.00,0.00,0.00,0.0,2.26,0.00,0.00,0.00
30-May-2024,8:04:32,36,79,0,0.8,9,14,13,6,5.5,5.5,0.00,475,11,11,0,11,102.4,0.0,1.40,0.00,0.00,0.00,0.0,2.20,0.00,0.00,0.00
30-May-2024,8:04:47,36,79,0,0.8,9,14,13,6,5.3,5.3,0.00,474,11,11,0,11,96.1,0.0,1.39,0.00,0.00,0.00,0.0,2.24,0.00,0.00,0.00
30-May-2024,8:05:02,37,78,0,0.8,9,14,13,6,5.3,5.3,0.00,503,16,11,0,11,100.5,0.0,1.41,0.00,0.00,0.00,0.0,2.11,0.00,0.00,0.00
30-May-2024,8:05:17,38,78,0,0.8,9,14,13,6,5.5,5.5,0.00,488,11,11,0,11,103.6,0.0,1.38,0.00,0.00,0.00,0.0,2.09,0.00,0.00,0.00
30-May-2024,8:05:32,39,78,0,0.7,9,14,13,6,5.5,5.5,0.00,484,11,11,0,11,103.6,0.0,1.35,0.00,0.00,0.00,0.0,2.05,0.00,0.00,0.00
30-May-2024,8:05:47,38,78,0,0.7,9,14,13,6,5.4,5.4,0.00,359,11,11,0,11,102.8,0.0,1.34,0.00,0.00,0.00,0.0,2.00,0.00,0.00,0.00
30-May-2024,8:06:02,40,77,0,0.7,9,14,13,6,4.8,4.8,0.02,378,13,11,4,11,100.8,0.0,1.31,0.00,0.00,0.00,0.0,1.91,0.00,0.00,0.00
30-May-2024,8:06:17,41,79,0,0.7,9,14,13,6,4.1,4.1,0.02,440,16,11,4,12,137.3,0.0,1.27,0.00,0.00,0.00,0.0,2.02,0.00,0.00,0.00
30-May-2024,8:06:32,40,77,0,0.7,9,14,13,6,4.7,4.6,0.00,446,12,11,0,12,110.5,0.0,1.30,0.00,0.00,0.00,0.0,1.98,0.00,0.00,0.00
30-May-2024,8:06:47,39,76,0,0.7,9,14,13,6,5.2,5.2,0.00,489,11,11,0,11,90.3,0.0,1.32,0.00,0.00,0.00,0.0,1.84,0.00,0.00,0.00
30-May-2024,8:07:02,41,76,0,0.7,9,14,13,6,5.8,5.8,0.00,535,11,11,0,11,99.7,0.0,1.25,0.00,0.00,0.00,0.0,1.89,0.00,0.00,0.00
30-May-2024,8:07:17,40,76,0,0.7,9,14,13,6,6.0,6.0,0.00,574,11,11,0,11,102.6,0.0,1.25,0.00,0.00,0.00,0.0,1.95,0.00,0.00,0.00
30-May-2024,8:07:32,39,75,0,0.7,9,14,13,6,6.2,6.2,0.00,549,11,11,0,10,90.8,0.0,1.28,0.00,0.00,0.00,0.0,1.95,0.00,0.00,0.00
30-May-2024,8:07:47,39,75,0,0.7,9,14,13,6,6.1,6.1,0.00,546,11,11,0,10,90.4,0.0,1.28,0.00,0.00,0.00,0.0,1.95,0.00,0.00,0.00
